P_SEXE,D_HREDE,P_GRAGE
2,0.8180451576273627,23
1,0.17753109946650258,12
2,0.42432552781166877,17
2,0.03791224609319199,17
1,0.40008010818192685,17
1,0.6331625353654401,17
1,0.856655263355265,21
1,0.41247426570298407,17
1,0.092147398426209,13
2,0.014909743386545715,19
2,0.7047655433493697,22
1,0.2492033317690302,14
2,0.20410532502789147,17
2,0.015085139545997439,15
1,0.9125669116734071,21
2,0.802151103226366,24
1,0.770544090591761,20
1,0.31760593454581854,15
1,0.7636366472123977,21
1,0.8959529519880621,22
2,0.7334377768963819,23
2,0.31677757833272624,17
2,0.49179422519309535,19
2,0.4356061651870423,19
1,0.06683102021080267,11
2,0.6461635684353597,21
2,0.7080492503975663,22
2,0.5441635065253307,20
2,0.684037235157338,22
1,0.49851342025694256,16
2,0.6516543789387605,21
1,0.5323560860346761,19
1,0.6311039450494281,20
2,0.9803643071023092,26
1,0.9827281795923867,22
2,0.03930544738887087,16
2,0.36346058994484887,17
2,0.13104604909570416,15
2,0.9685383311550345,25
1,0.8297051537140342,21
1,0.9445185587358259,22
2,0.9322698381559908,25
2,0.44243798676943635,18
2,0.7896744602596665,23
1,0.6009986405305665,17
2,0.1573421176651797,16
2,0.2848981294934223,17
1,0.22317756514331744,14
2,0.0823511451033474,16
2,0.1520245819176902,14
1,0.573699868801076,17
1,0.9582217538425685,23
2,0.3095337924284809,16
1,0.45182107830523655,17
2,0.23137808264944504,17
1,0.5053411381015961,17
2,0.7883561926526198,24
1,0.3939158818006051,17
2,0.5400969044334667,20
1,0.155748806605583,14
1,0.693339047114073,18
1,0.12026658773147925,13
1,0.373994740205565,15
2,0.07920914473093854,15
1,0.945180224958362,22
1,0.7169354704858129,18
2,0.4917189910151366,19
2,0.004172781217101851,15
2,0.4234798118377464,17
1,0.8839299491825499,20
2,0.288403918647104,17
1,0.002667044792393547,10
1,0.35409302355989336,15
1,0.037116911571075994,13
2,0.3294741044144902,16
1,0.007983611249635647,15
2,0.6474509969081896,20
1,0.6189384346954175,19
2,0.9758220854502226,26
1,0.8179510431207805,20
1,0.023922836874677,12
2,0.16578963013151904,16
2,0.06967019730570001,16
1,0.13748266717155344,12
2,0.16379832981318154,15
2,0.5751124222369943,20
1,0.9735682628559014,23
2,0.5816655807935657,20
2,0.8478394257295695,24
2,0.14125094826783824,15
1,0.32180021731041974,14
2,0.8978984242569591,24
1,0.7986333914486765,21
2,0.047827671110587944,16
2,0.9619202688597862,24
1,0.7654418471426282,20
1,0.2267926880407377,14
2,0.17159390965743404,17
1,0.2478496368469908,14
2,0.28769219557007053,15
1,0.9683051840691815,21
2,0.21821608666702197,17
1,0.26491912937565376,15
2,0.7417326584607296,22
1,0.25566071974247173,14
2,0.6564986485615253,21
1,0.8320247947130858,21
1,0.2802163346907556,15
2,0.35152318732504717,17
2,0.84727468664911,23
1,0.7977276747337994,21
2,0.2764148392218134,17
2,0.6062841085797012,21
1,0.7948642937193152,19
1,0.8942552926880146,20
1,0.5542873343130168,18
1,0.34837302871579046,16
2,0.15073202121101026,15
2,0.8606306437765922,24
2,0.32026904765944597,17
2,0.05336199736017144,16
2,0.5308585988062126,19
1,0.36915883655348547,14
2,0.5836158451398149,20
1,0.45114091955630087,17
1,0.7270543141549561,19
2,0.12086146256096852,15
1,0.0665493907148419,12
2,0.4698615878625394,19
1,0.41392804987646237,17
2,0.7665877510970024,23
1,0.1664504706899318,13
2,0.3121724730920553,17
2,0.7999544374931125,22
2,0.7896567160020693,22
2,0.32191671620829987,16
2,0.23527073373593932,15
1,0.675831834623364,20
1,0.7131334298310886,20
2,0.21827031375126704,14
1,0.17389734982292826,13
1,0.22725074654827915,14
1,0.0770292694525131,13
2,0.09686855555027618,14
2,0.9218736741639951,25
1,0.9502376117236525,22
1,0.1870062887134335,14
2,0.5804133301182998,20
2,0.8669993214997881,24
1,0.6593912057418502,18
2,0.43178636282909333,18
1,0.3849920099600609,15
1,0.26667411403681307,15
2,0.4770109197424358,19
1,0.7409758723415314,20
2,0.8650679920248425,24
1,0.27542853322932026,14
2,0.6421553929561776,21
1,0.20481479994220042,13
1,0.4400081956216989,17
2,0.40445783752726994,18
1,0.6578306621834326,20
2,0.5725210107238523,21
2,0.1692015237964134,14
1,0.49755403640057194,17
1,0.07352353283017854,11
1,0.8247359400437961,21
1,0.9725370077049653,22
1,0.648268554478787,20
2,0.6358975368682739,21
2,0.06809626372486555,15
2,0.7219140290015627,23
2,0.3381524645293389,17
2,0.16613185738387193,15
1,0.14283173379151315,12
2,0.4392899644281182,18
1,0.688048794551817,20
1,0.5096513122467334,17
2,0.7734205528810056,23
1,0.3838548244259622,16
1,0.5366788672439784,16
1,0.8978308348031037,22
2,0.5785376350170967,20
2,0.009670739628950376,15
1,0.02363524444018017,10
1,0.9584228641605672,22
2,0.6657383126172138,21
2,0.8607174609205864,24
2,0.9929978702475366,26
1,0.688855776304144,19
1,0.6474443067714596,19
2,0.3386007938933344,16
1,0.19133336485455577,13
2,0.9981257316274951,26
2,0.9415399219585051,23
2,0.007524378606617144,17
2,0.0447390691054802,17
2,0.626437140067594,20
1,0.7895954961420868,20
1,0.6622070085335744,19
2,0.7377510055398796,23
2,0.5717410773065155,21
2,0.7475581570021261,23
1,0.6220714948733597,18
1,0.44861197057546354,17
2,0.5442358112102604,20
2,0.5361231911969159,19
2,0.1341024297571436,14
2,0.5239577712363362,20
2,0.5433648350756968,20
2,0.2398470099255955,17
2,0.2723184233029654,17
1,0.5410760433043024,16
1,0.6697757951479538,19
1,0.5263060291268148,17
2,0.42529141130050796,18
1,0.41377282956101524,17
2,0.019418555105221946,16
2,0.9356616658882541,25
1,0.5932723686911756,19
2,0.284527915107604,15
2,0.6927526766444349,22
1,0.6940013552186656,19
2,0.11500631545432471,18
1,0.02640994938734742,13
1,0.6646685013466958,19
1,0.8483367766048554,21
1,0.5890751746294117,17
1,0.8976911662121504,20
2,0.406800695198422,17
2,0.3429797932492047,17
2,0.719380840046765,22
1,0.9294547310467475,22
1,0.8560897704516534,21
2,0.584638048890355,20
2,0.5725870849999573,21
2,0.407723029820221,18
1,0.22101911053294643,14
2,0.9355664615040307,24
1,0.2072454351703098,14
2,0.7835164123441324,22
1,0.7554477947825246,21
2,0.2759692087322374,17
1,0.9399408344024545,22
1,0.7929873382281034,21
2,0.046149425515449094,15
2,0.014561143516215846,15
1,0.5544502944814088,16
2,0.12515462986417936,16
2,0.7748100956062655,24
1,0.9364759447674352,21
2,0.5262181153319371,20
2,0.6463606735247657,22
1,0.1480247032714912,13
1,0.17797461540824755,13
2,0.5202704105789369,19
1,0.12827841830997222,13
1,0.8761948459016148,20
2,0.6522819105734371,21
2,0.24005328703192297,16
2,0.03570036393047982,19
2,0.32608138206761683,16
1,0.15225712918070378,13
2,0.8523724056470382,24
2,0.7933274192226654,22
1,0.48237428523906833,16
1,0.2650132818705847,13
1,0.6653920744835958,18
1,0.6228415011423581,18
1,0.1867162695480269,14
1,0.17453433069325197,12
1,0.4528773888264731,16
2,0.4934322962896457,19
2,0.2815632027348407,16
2,0.8611534966600325,24
1,0.3839943400849871,17
2,0.945994941051341,25
2,0.8926796556721414,25
2,0.5546283508548945,19
2,0.38758404346072184,17
1,0.8154588432337655,20
1,0.40787114293338345,17
2,0.6401768637485761,21
2,0.3388539766118601,17
1,0.8041369800419947,20
1,0.10649017871423316,13
1,0.15717502048568466,13
2,0.2945707587826706,17
2,0.028313296593309056,15
2,0.46877862886274224,18
1,0.5714845575125537,19
1,0.7444633003072263,20
2,0.4930261402687587,19
1,0.4400737477908473,15
2,0.39409970439548736,17
2,0.5463338842358465,20
1,0.25993708657033276,13
2,0.7079796095477098,22
1,0.6494731134748166,18
1,0.21110893818403198,14
1,0.9986317118444362,23
1,0.12441168626012555,12
2,0.6570512044270624,21
2,0.8639561482872707,24
2,0.577073586331133,21
1,0.8610996354201195,21
2,0.5478847610737384,20
2,0.6339382921873828,20
1,0.7487041633729572,20
2,0.5070224848384467,19
2,0.3525633529618799,16
1,0.5773372037273458,18
1,0.7336481519169248,19
1,0.1588474871858533,12
1,0.7859604581580825,20
1,0.8405129821803226,21
1,0.6602712012916122,18
1,0.21395836123031964,14
2,0.6059745150860266,21
1,0.9533568784311246,22
2,0.9602934946966399,25
2,0.7160791981812151,22
1,0.8992103635375026,22
1,0.8054444488135323,19
1,0.885626572954263,21
2,0.18080880137977007,16
1,0.36041829831364836,16
2,0.016811298004567043,19
2,0.6995257823730034,22
1,0.4204465373833043,15
2,0.4723336109252618,19
2,0.9976263853289836,26
1,0.285936630220082,15
2,0.8069196853750583,23
2,0.5664681021067537,20
1,0.584485401456715,17
1,0.9383943252000613,21
2,0.4545250224642774,18
1,0.9368671903511336,22
2,0.48759071424242717,19
1,0.7849236352229398,20
2,0.10944798160543989,17
1,0.22269009323908473,14
1,0.16073755127119493,13
1,0.14668349213685472,13
1,0.744265307718668,21
2,0.8760780280438306,24
2,0.6004772703755009,21
1,0.5534874314239744,18
2,0.7705609217139908,23
2,0.6650551438082641,21
1,0.47231930574146785,18
2,0.8810413163990362,24
2,0.2025657891942425,16
1,0.6051998858863167,18
1,0.21926434175912912,14
1,0.24357317175481497,14
2,0.027955604116625454,15
2,0.1861993572660824,15
2,0.5472033370270056,19
1,0.4102869795863463,15
2,0.5696583815711022,20
2,0.45322157039988753,19
2,0.7677532389545096,23
1,0.5210118423472341,17
1,0.536638043313065,17
2,0.7705268405804309,23
2,0.7733952962865874,22
1,0.2201496994265103,14
1,0.05668630141851849,12
1,0.6553993652697709,19
2,0.4410015174988744,18
1,0.5256875738022385,17
2,0.6771031313074265,21
1,0.6040985879901472,17
1,0.313919496638545,14
2,0.49291213015359103,19
2,0.2851488327969288,17
2,0.24562417393044,16
2,0.6358092159569521,22
1,0.46860346677916187,15
2,0.3954770692598032,17
1,0.00020400603769732406,11
1,0.4861699219023583,18
1,0.2787510223927967,14
1,0.14665667061468302,12
2,0.7286403502971621,22
2,0.16677151079743513,17
1,0.7196232373679635,18
2,0.3421308215143314,17
2,0.6869102545398641,22
1,0.5165789347146189,16
1,0.3310107876101662,15
1,0.1688989591872645,13
1,0.6607635600222962,20
1,0.7625507333171722,21
2,0.08921448297059176,14
2,0.2749213976732977,18
1,0.9092872432235156,22
2,0.45420890691080895,18
2,0.5070515759895671,19
1,0.9852435270312048,22
1,0.6008745818922908,18
2,0.9058813302792835,24
2,0.8077176121198895,23
2,0.028328312286646007,14
2,0.7866031693710472,23
1,0.6668775184064106,20
2,0.435440347231538,18
2,0.19942107304444245,14
2,0.35079956909135845,17
2,0.4390587631505677,18
1,0.5818911299990059,19
2,0.7829697205372015,23
2,0.23468177946088442,15
2,0.6456671731501992,21
2,0.2047594330997482,15
2,0.5343147249672919,20
1,0.16762476794911663,13
2,0.11019144869474251,18
2,0.8238785744937244,24
2,0.19843268721266927,17
1,0.8043859242932887,21
2,0.2580928633691236,16
2,0.11139957738367423,16
1,0.8584158776240163,22
1,0.02984115304126911,13
2,0.8531123668899674,24
2,0.23212080717577444,17
2,0.09733941389853928,15
1,0.8417816057267169,20
2,0.2071592129812616,16
1,0.3449734011526574,16
1,0.750091802750609,21
2,0.7008513321355088,21
1,0.732510257219862,19
1,0.1658530394725799,12
1,0.7739531762180089,21
2,0.8409188533196723,24
1,0.8874427089053178,21
1,0.4003280655860295,16
2,0.9102256835198055,25
2,0.7112270016862671,21
2,0.6675072843219152,21
1,0.676161869667298,18
1,0.8263017026297248,20
1,0.9889521545709888,22
2,0.3318173943807411,18
2,0.4317205894674455,18
2,0.513048286060788,19
2,0.5499127561859283,19
1,0.9691825777670725,22
2,0.6543855588326388,22
2,0.04032636308471815,15
2,0.2030487018244822,16
1,0.17221933820122892,13
1,0.20511540146172957,14
2,0.2200800689089235,17
1,0.5795255485100271,18
2,0.06796933049320375,18
2,0.1215695162940571,16
2,0.7849665776368135,24
1,0.7265981148690283,21
2,0.20203076754117066,17
2,0.9889110068603363,26
1,0.7142058407635725,21
2,0.05418787997449637,17
1,0.11020889674259171,14
1,0.4085737939420757,16
1,0.9603725422369352,22
2,0.4488038913813571,18
2,0.6129270630544177,21
2,0.05208597460621367,17
1,0.12049248855761319,14
2,0.2601183851073888,16
1,0.2131734805792186,14
1,0.06194763141952131,13
1,0.4009316984733543,16
2,0.4651570819460493,19
2,0.41516990265459564,18
1,0.651221519780006,18
2,0.8634572730362526,23
1,0.5170573845729901,17
2,0.9447885359210061,25
1,0.0032322323408753295,11
2,0.4799165413460267,19
1,0.6836836413916805,19
2,0.7868333175279008,24
1,0.43323628715447804,17
2,0.40559727635807896,18
1,0.0662986101208104,13
1,0.5764663388889887,19
1,0.7006737836730749,21
1,0.8325797329494226,20
2,0.9782174923361785,24
1,0.5320642441834365,16
2,0.6202925324504783,21
1,0.5266080114856653,17
2,0.18195324441348626,16
2,0.16073391373089385,17
2,0.38598753023146537,17
2,0.23065756472427845,16
2,0.9500228416098178,25
1,0.3697080313311637,16
1,0.5218376262585339,17
2,0.8705751225134922,25
1,0.33162389244959123,16
1,0.5855883293349067,18
2,0.8772476434800448,23
1,0.8131872569138298,21
2,0.12041879137338396,16
2,0.09995159900310668,16
2,0.8345160538749729,23
1,0.431604010519252,16
2,0.6495800949536313,21
2,0.07419601256612851,18
2,0.5846375283562981,20
1,0.7621259265042506,20
2,0.5215250327535631,20
2,0.2282722075717908,16
2,0.889416064564038,23
1,0.3817942928354424,16
1,0.708561938353253,19
1,0.8865294727561145,20
2,0.7119130786068553,22
1,0.35081240088448074,14
1,0.2392211524410759,14
2,0.7715990847632346,23
1,0.9079720884632935,22
2,0.5101707983863667,20
1,0.8582239748466818,21
2,0.2581163144319272,17
2,0.9318905138476744,25
1,0.017173802191306597,14
2,0.4026556645530186,17
2,0.1590690271890688,16
1,0.04061910662902546,11
1,0.23783020469863325,14
1,0.10974021589559768,12
1,0.8753001707864754,22
2,0.19279102818867488,15
2,0.21610491228580875,15
2,0.3170584018234346,17
2,0.5369093387738959,20
2,0.21051917042303636,18
1,0.4035905830163369,17
2,0.2143235054284809,15
2,0.4916665921392822,19
2,0.9496461872884252,25
2,0.7697499518548153,24
2,0.9323177011551663,26
2,0.858004967556007,23
2,0.020081624576582358,18
2,0.206318566508358,17
1,0.34484909924791884,16
1,0.7301636793029177,20
1,0.8602935197783624,20
2,0.6419900088920966,21
1,0.6763550870106417,18
2,0.7056015436527295,21
2,0.20162412182188827,16
1,0.20575302196779677,14
1,0.08242984229795014,11
2,0.35502316884094853,17
2,0.07044331382329205,17
1,0.19159808943491063,14
1,0.7553649615685927,21
1,0.3987742048233155,17
2,0.5445017628378976,19
2,0.06805606564519306,17
2,0.9118404304656806,24
2,0.5656242230213818,20
2,0.6934228106921696,22
1,0.411021698253343,15
2,0.7183618729162604,22
2,0.9146695049640313,25
1,0.3458971281390062,16
1,0.4176883321520395,16
1,0.9235310945638373,21
1,0.9915334097919175,21
2,0.6355326970340053,20
1,0.7906104715790849,20
1,0.9095264899009028,21
2,0.15303778198818263,17
1,0.9838317339542022,23
1,0.9370412172949413,22
1,0.9497650636327182,21
2,0.49355961501959555,19
2,0.6203776709777774,21
2,0.25769644958725035,17
2,0.9545435493439495,26
1,0.6292074968328663,20
2,0.7986166518989128,24
1,0.8276932980486086,20
1,0.4429429628326358,15
2,0.9750801507806488,26
2,0.7388229620489943,22
1,0.7821204625107673,20
1,0.728509803236145,20
1,0.9128868117554139,22
1,0.9428034382708687,22
1,0.43926563129213003,16
2,0.7554488039311805,22
2,0.6618513052059212,22
1,0.43270892498957403,16
1,0.0022614776834625205,12
2,0.8296648526686029,23
1,0.6744900551754702,18
2,0.7863910351304827,23
1,0.15997901822560257,14
1,0.8507224044135209,21
1,0.42045306713297526,16
1,0.7464483249539748,20
1,0.12566417617020842,12
1,0.08594005056513765,14
1,0.6717118898684104,19
1,0.5555967156287951,17
1,0.3401973157961623,16
2,0.5500501697985442,20
2,0.045349006102840206,15
1,0.06499283922282639,12
2,0.8452830548142408,23
2,0.08846452431225793,16
2,0.03307091910477511,18
1,0.23653538902919613,14
1,0.8702821060530912,20
2,0.26928252763641447,15
2,0.041935051809924406,15
2,0.22499420715208374,17
1,0.9079174158667662,23
2,0.214040369127927,15
1,0.2106740083666988,14
1,0.1564099594738303,12
2,0.6308719143628447,21
1,0.6377855276025196,19
1,0.8990619366816499,22
1,0.0433289814198744,13
1,0.6297362729483107,18
2,0.09182970253628209,14
1,0.7951425254730469,22
1,0.8116082474543197,20
2,0.1676715519249835,16
1,0.6232236230974453,18
2,0.6965830489734036,21
1,0.16939226741829994,13
2,0.1362095602686575,17
2,0.8088722264092374,24
2,0.15275191574615,16
1,0.24962767938799835,14
1,0.5798605473559378,19
2,0.5042515619482634,19
2,0.17894957496592334,17
2,0.4293870048526459,18
1,0.8150190197601616,21
1,0.2845742838812839,15
1,0.4081034842319612,16
2,0.9243867187741002,25
1,0.06777935500313226,12
2,0.17884573447253893,16
1,0.5669132961393974,18
2,0.04268360149938166,18
1,0.7496134625063519,20
1,0.3537368249416766,16
2,0.8647802656594609,24
1,0.5837483109379163,19
2,0.6579713561191499,22
2,0.268681255370819,17
1,0.08387163637225648,12
2,0.3253104967576257,17
1,0.22664957357151716,14
2,0.5102495720167436,19
2,0.7623659043010457,23
2,0.5214765362366038,19
2,0.18778125617245056,17
1,0.9176819347534085,20
2,0.646676599818877,20
1,0.5969407246790847,18
2,0.6545639409867892,21
1,0.47114672555225645,17
1,0.2174599796765131,14
2,0.48570762696352543,18
2,0.06246467447991588,15
2,0.7454124983631668,22
1,0.43003976666997534,17
2,0.605239531826886,21
2,0.7827483049666436,23
2,0.41078896356454575,18
2,0.6077801817647048,21
1,0.7583911644638075,21
2,0.9845958381027825,24
2,0.5790475526354909,21
2,0.29838547928283987,18
2,0.025403921424300147,18
1,0.7204650447261112,19
2,0.9576136795159004,26
2,0.00045576412393655286,16
2,0.549631857061344,20
1,0.49863769282336157,16
2,0.5452337404036279,20
2,0.03600256989405748,16
1,0.14383237896012213,12
1,0.36322545480020907,15
1,0.30992123294065343,15
2,0.5872196124218383,20
2,0.38196436972784154,17
1,0.5468186093783906,17
1,0.9288510273844847,22
2,0.522044097407455,20
2,0.5950828621147131,21
2,0.01782652595783263,17
1,0.4631783128008147,16
1,0.6220946154800832,20
1,0.31021083903431035,14
2,0.5683310179363208,19
2,0.34868322815128117,17
2,0.913741446333286,25
1,0.19550856676871642,12
2,0.6898599826296588,21
1,0.5944450843500277,18
1,0.024608434689607273,11
1,0.7958176097405489,21
1,0.6943714981298413,19
2,0.07473497072603708,16
2,0.011508537569697497,17
1,0.04152468171775714,11
2,0.2824204342393012,17
1,0.7674293453509047,20
2,0.7892695023780711,22
2,0.8345961011264859,24
2,0.1875398105096654,15
2,0.9592086730175695,24
1,0.3921986281270802,15
1,0.31259823938539355,15
2,0.7481500949997899,23
1,0.8085785096833783,21
2,0.2864450234452598,17
1,0.8693543197253671,21
1,0.3349121760049383,14
2,0.5277748254854051,19
2,0.12889429613376258,17
2,0.23887186720423959,18
1,0.2089779813937711,13
1,0.09615435529446548,13
2,0.9732951041915608,26
1,0.5917497828209942,20
1,0.13458965482567742,12
1,0.9678493761128367,22
1,0.7450326023540736,19
1,0.29488830267501454,15
1,0.4294936299201154,17
2,0.0755375862254476,15
2,0.1314640383230713,14
2,0.8684505945519488,23
1,0.6376080656913456,18
1,0.8200495609148676,22
2,0.8081241324274158,22
1,0.06499482509216503,11
1,0.41338193676667323,15
1,0.8750549351716727,20
2,0.7823754320086941,22
1,0.4826339145696362,16
1,0.9334709516678974,22
1,0.40693518757955416,15
2,0.1541834702982796,17
1,0.8867962667791183,22
2,0.5308229824578995,19
1,0.5045821920708894,17
2,0.7364941939975127,22
1,0.9543352480719055,23
1,0.5697594996199966,17
2,0.07005411844975329,15
2,0.1740804007431609,15
1,0.5413585437185733,19
2,0.47393168382625206,19
2,0.8973714619001444,24
2,0.5105335609104598,19
1,0.8630949641279414,20
1,0.24119624807688977,14
2,0.7655395325149332,22
2,0.5517750448152912,20
1,0.7344612790470479,20
1,0.23595745498142606,14
2,0.214867185953593,15
2,0.23402808299001132,15
2,0.36314461839584855,17
2,0.18805749312940345,17
1,0.5927238257884135,19
2,0.7504232750913827,23
2,0.13384077322510346,17
2,0.957563340013738,26
1,0.8802337276638315,21
1,0.4358379408786788,15
2,0.2825838617471539,15
1,0.7139177600495978,21
1,0.539373814064359,17
1,0.7658151680442057,19
1,0.6581605888185046,18
2,0.0361881703835758,16
2,0.06859836726389079,18
1,0.5988173113017483,19
2,0.9305059991967434,25
1,0.9005396213467759,22
1,0.21161508930962414,13
1,0.46460664953790287,17
1,0.17410631431210766,12
1,0.8724063121599186,20
2,0.7727336071257996,24
1,0.9262329472020465,21
1,0.6302603474626629,19
2,0.4562051802604298,18
1,0.4769509297309299,15
1,0.4081283256731171,17
2,0.5863120332205377,20
1,0.8756690675016561,21
1,0.021887667618984197,12
1,0.21416655135482432,13
1,0.5599489234420396,18
1,0.49900422802729605,17
1,0.5646980923709986,18
2,0.6996289965915532,21
1,0.5525875011634389,17
2,0.8422938307111915,25
2,0.6231434911988941,20
2,0.05198133342059741,17
1,0.5394338975874268,19
2,0.1697000142168359,14
1,0.4812201005514334,18
2,0.8344069947807143,24
1,0.8291777146809634,20
2,0.9390045790547983,26
2,0.0469349111065448,16
1,0.3832845762466415,16
2,0.666019707719492,21
1,0.9564994659752261,23
2,0.6353439730498691,20
1,0.051732954000263676,13
2,0.5082127963900706,19
1,0.9633335227761326,21
2,0.16035971402053983,16
1,0.2947610172552233,14
2,0.6528848095680615,22
1,0.3372350557377598,16
1,0.7649591429512755,21
2,0.256665695532586,15
1,0.08702730116922053,14
